date,UF,city,ibgeID,newCases,TOTAL,totalCasesPred,residuo_quadratico,res_quad_padronizado,sucetivel,infectado,Recuperado
2020-05-23,PR,Londrina/PR,4113700,,,137920.50511707005,,,436445.73668293015,102636.13096357907,35284.37415349098
2020-05-24,PR,Londrina/PR,4113700,,,156466.60279414227,,,417899.6390058579,115602.71214130205,40863.89065284021
2020-05-25,PR,Londrina/PR,4113700,,,176338.7980357313,,,398027.4437642689,129214.68694764328,47124.11108808804
2020-05-26,PR,Londrina/PR,4113700,,,197350.42583285214,,,377015.8159671481,143257.65291422317,54092.77291862898
2020-05-27,PR,Londrina/PR,4113700,,,219259.55325969827,,,355106.68854030204,157474.05356634493,61785.499693353326
2020-05-28,PR,Londrina/PR,4113700,,,241779.05809886858,,,332587.1837011317,171575.17834348034,70203.87975538826
2020-05-29,PR,Londrina/PR,4113700,,,264591.77291272755,,,309774.46888727276,185257.4995884128,79334.27332431475
2020-05-30,PR,Londrina/PR,4113700,,,287369.01122377784,,,286997.2305762224,198221.4761120416,89147.53511173624
2020-05-31,PR,Londrina/PR,4113700,,,309790.30776159867,,,264575.9340384016,210190.60369224823,99599.70406935042
2020-06-01,PR,Londrina/PR,4113700,,,331561.76114641986,,,242804.48065358042,220928.13483051525,110633.62631590459
2020-06-02,PR,Londrina/PR,4113700,,,352430.8724868148,,,221935.36931318554,230249.54260564313,122181.32988117165
2020-06-03,PR,Londrina/PR,4113700,,,372196.38823859725,,,202169.8535614031,238029.49001389235,134166.8982247049
2020-06-04,PR,Londrina/PR,4113700,,,390712.68971916684,,,183653.5520808334,244203.1322549149,146509.55746425196
2020-06-05,PR,Londrina/PR,4113700,,,407889.11868876196,,,166477.12311123835,248762.42555365321,159126.69313510877
2020-06-06,PR,Londrina/PR,4113700,,,423685.30636367365,,,150680.93543632666,251748.7263935594,171936.57997011425
2020-06-07,PR,Londrina/PR,4113700,,,438103.8347178631,,,136262.4070821372,253243.16474550756,184860.66997235556
2020-06-08,PR,Londrina/PR,4113700,,,451181.59480864287,,,123184.64699135743,253356.23348936,197825.36131928288
2020-06-09,PR,Londrina/PR,4113700,,,462980.97144569387,,,111385.27035430643,252217.731649804,210763.2397958899
2020-06-10,PR,Londrina/PR,4113700,,,473581.69237944076,,,100784.54942055947,249967.86010230408,223613.83227713665
2020-06-11,PR,Londrina/PR,4113700,,,483073.77207976,,,91292.46972024023,246749.82781396862,236323.9442657914
2020-06-12,PR,Londrina/PR,4113700,,,491551.82422924717,,,82814.41757075308,242704.16424859723,248847.6599806499
2020-06-13,PR,Londrina/PR,4113700,,,499110.71898039675,,,75255.5228196034,237964.62488224424,261146.09409815253
2020-06-14,PR,Londrina/PR,4113700,,,505842.4603377915,,,68523.78146220873,232655.4894042629,273186.97093352856
2020-06-15,PR,Londrina/PR,4113700,,,511834.09727042273,,,62532.14452957743,226890.0022325201,284944.09503790265
2020-06-16,PR,Londrina/PR,4113700,,,517166.4638657315,,,57199.77793426871,220769.69703045677,296396.76683527476
2020-06-17,PR,Londrina/PR,4113700,,,521913.54735880886,,,52452.69444119133,214384.36735579808,307529.1800030108
2020-06-18,PR,Londrina/PR,4113700,,,526142.3131330142,,,48223.92866698589,207812.48320455034,318329.8299284639
2020-06-19,PR,Londrina/PR,4113700,,,529912.8455424656,,,44453.39625753461,201121.89406975903,328790.9514727065
2020-06-20,PR,Londrina/PR,4113700,,,533278.6912610234,,,41087.55053897679,194370.69402885792,338907.9972321655
2020-06-21,PR,Londrina/PR,4113700,,,536287.3234720184,,,38078.91832798182,187608.16104816395,348679.16242385434
2020-06-22,PR,Londrina/PR,4113700,,,538980.6654346396,,,35385.57636536056,180875.70738224805,358104.9580523915
